SUBMISSIONYEARQUARTER,PWSID,PWS_NAME,PRIMACY_AGENCY_CODE,EPA_REGION,SEASON_BEGIN_DATE,SEASON_END_DATE,PWS_ACTIVITY_CODE,PWS_DEACTIVATION_DATE,PWS_TYPE_CODE,DBPR_SCHEDULE_CAT_CODE,CDS_ID,GW_SW_CODE,LT2_SCHEDULE_CAT_CODE,OWNER_TYPE_CODE,POPULATION_SERVED_COUNT,POP_CAT_2_CODE,POP_CAT_3_CODE,POP_CAT_4_CODE,POP_CAT_5_CODE,POP_CAT_11_CODE,PRIMACY_TYPE,PRIMARY_SOURCE_CODE,IS_GRANT_ELIGIBLE_IND,IS_WHOLESALER_IND,IS_SCHOOL_OR_DAYCARE_IND,SERVICE_CONNECTIONS_COUNT,SUBMISSION_STATUS_CODE,ORG_NAME,ADMIN_NAME,EMAIL_ADDR,PHONE_NUMBER,PHONE_EXT_NUMBER,FAX_NUMBER,ALT_PHONE_NUMBER,ADDRESS_LINE1,ADDRESS_LINE2,CITY_NAME,ZIP_CODE,COUNTRY_CODE,FIRST_REPORTED_DATE,LAST_REPORTED_DATE,STATE_CODE,SOURCE_WATER_PROTECTION_CODE,SOURCE_PROTECTION_BEGIN_DATE,OUTSTANDING_PERFORMER,OUTSTANDING_PERFORM_BEGIN_DATE,REDUCED_RTCR_MONITORING,REDUCED_MONITORING_BEGIN_DATE,REDUCED_MONITORING_END_DATE,SEASONAL_STARTUP_SYSTEM
2025Q4,WI1130224,MADISON WATER UTILITY,WI,5,,,A,,CWS,1.0,9999,GW,,L,272000,2,3,4,5,9,State,GW,Y,Y,N,100740.0,Y,"KUMAR, KRISHNA - GEN MGR",,,,,,,119 E OLIN,,MADISON,53713,US,01/28/1981,12/17/2025,WI,,,,,,,,
